timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev 
1426597981.938 3232798 23207 2 179.818 2 21.8057 47.6028677 8.5340313 418.933 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -163.933 156.696 90.7304 47.6042769275014 8.5318513451491 509.667425849847 
1426597982.138 3232255 23024 2 179.174 2 21.6271 47.6028677 8.5340306 418.842 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -167.306 156.361 90.792 47.6042739071979 8.53180578818745 509.638089937185 
1426597982.338 3231253 22842 2 178.533 2 21.4465 47.6028683 8.5340301 418.829 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -170.73 156.02 90.8545 47.6042714419178 8.53175976377838 509.687673399669 
1426597982.538 3230879 22652 2 177.91 2 21.2683 47.6028687 8.5340298 418.809 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -174.121 155.682 90.9164 47.6042688054322 8.53171436726456 509.729670468513 
1426597982.738 3230192 22452 2 177.303 2 21.0918 47.6028696 8.5340294 418.817 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -177.496 155.347 90.978 47.6042666837006 8.53166909021768 509.799367614391 
1426597982.938 3229270 22262 2 176.698 2 20.9136 47.6028706 8.5340287 418.811 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -180.922 155.006 91.0406 47.6042646163432 8.53162283577685 509.855997878332 
1426597983.138 3228881 22084 2 176.112 2 20.7383 47.6028706 8.5340287 418.811 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -184.311 154.668 91.1024 47.6042615813053 8.53157776165796 509.917969674724 
1426597983.338 3228073 21910 2 175.537 2 20.564 47.6028717 8.5340281 418.798 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -187.703 154.331 91.1644 47.6042596442758 8.53153205813425 509.966983645484 
1426597983.538 3227387 21719 2 174.973 2 20.3909 47.6028723 8.5340273 418.764 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -191.093 153.993 91.2262 47.6042572091491 8.53148618308075 509.994960317443 
1426597983.738 3227002 21521 2 174.417 2 20.2182 47.6028731 8.5340261 418.805 47.6040966 8.532179 500.692 -51.8204 167.855 88.6836 -194.501 153.654 91.2885 47.6042549568836 8.53143965403167 510.098288086871 
